港台,#genre#
深圳众创TV,https://lglivepull.sznews.com/live/2645.m3u8
深圳东部,https://lglivepull.sznews.com/live/2646.m3u8
深圳龙岗,https://lglivepull.sznews.com/live/2647.m3u8
深圳龙岗广播,https://lglivepull.sznews.com/live/2648.m3u8

深圳众创TV,http://liveplay.sznews.com/66_showto_live/2645.m3u8
深圳东部,http://liveplay.sznews.com/66_showto_live/2646.m3u8
深圳龙岗,http://liveplay.sznews.com/66_showto_live/2647.m3u8
深圳龙岗广播,http://liveplay.sznews.com/66_showto_live/2648.m3u8

深圳都市,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel46/index.m3u8
深圳电视剧,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel47/index.m3u8
深圳财*生活,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel48/index.m3u8
深圳娱乐,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel49/index.m3u8
深圳体育健康,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel50/index.m3u8
深圳少儿,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel51/index.m3u8
深圳公共,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel52/index.m3u8
深圳宜和购物,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel42/index.m3u8 
深圳蛇口,http://180.97.247.27/4403-tx.otvstream.otvcloud.com/otv/skcc/live/channel37/index.m3u8 

东莞新闻综合,http://php.jdshipin.com:8880/0769.php?id=xwzh
东莞生活资讯,http://php.jdshipin.com:8880/0769.php?id=shzx

佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山南海,http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss

云浮综合,https://livestream.oeeee.com/slive/17806.m3u8
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8

阳江1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/playlist.m3u8
阳江2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/playlist.m3u8

河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8

潮州综合,http://time-vod-qhlive.sobeylive.com/czbtv2019/czzhpd.m3u8
潮州民生,http://time-vod-qhlive.sobeylive.com/czbtv2019/czggpd.m3u8

韶关新闻综合,https://livesec.mudu.tv/watch/xnjhvk.m3u8

揭阳综合,http://php.jdshipin.com:8880/tianma.php?id=jyzh
揭阳生活,http://php.jdshipin.com:8880/tianma.php?id=jysh

汕头综合,http://r.jdshipin.com/3Cjlm?id=stzh

GRTN文化频道,https://glive.grtn.cn/live/wenhua_test0203.m3u8
GRTN生活频道,http://glive.grtn.cn/live/life.m3u8
GRTN纪录片频道,http://glive.grtn.cn/live/jilupian.m3u8
GRTN健康频道,http://glive.grtn.cn/live/health.m3u8
GRTN荔枝台,http://glive.grtn.cn/live/lizhi.m3u8

#触电代理#（部分频道失效，请自行测试）
广东卫视,http://r.jdshipin.com/D4bdG?id=gdws
广东珠江,http://r.jdshipin.com/D4bdG?id=gdzj
大湾区卫视,http://r.jdshipin.com/D4bdG?id=nfws
广东民生,http://r.jdshipin.com/D4bdG?id=gdms
广东新闻,http://r.jdshipin.com/D4bdG?id=gdxw
广东经济科教,http://r.jdshipin.com/D4bdG?id=gdjjkj
广东体育,http://r.jdshipin.com/D4bdG?id=gdty
广东少儿,http://r.jdshipin.com/D4bdG?id=gdse
广东影视,http://r.jdshipin.com/D4bdG?id=gdys
嘉佳卡通,http://r.jdshipin.com/D4bdG?id=jjkt
广东国际,http://r.jdshipin.com/D4bdG?id=gdgj
广东移动,http://r.jdshipin.com/D4bdG?id=gdyd
广东综艺4K,http://r.jdshipin.com/D4bdG?id=gdzy
肇庆综合,http://r.jdshipin.com/D4bdG?id=zqzh
肇庆公共,http://r.jdshipin.com/D4bdG?id=zqgg
惠州新闻综合,http://r.jdshipin.com/D4bdG?id=hzxw
清远综合,http://r.jdshipin.com/D4bdG?id=qyzh
梅州综合,http://r.jdshipin.com/D4bdG?id=mzzh
河源综合,http://r.jdshipin.com/D4bdG?id=hyzh
河源公共,http://r.jdshipin.com/D4bdG?id=hygg
连平台,http://r.jdshipin.com/D4bdG?id=lpzh
阳江-1,http://r.jdshipin.com/D4bdG?id=yjtv1
阳江-2,http://r.jdshipin.com/D4bdG?id=yjtv2
惠东综合,http://r.jdshipin.com/D4bdG?id=hdzh
开平综合,http://r.jdshipin.com/D4bdG?id=kpzh
开平生活,http://r.jdshipin.com/D4bdG?id=kpsh
四会新闻综合,http://r.jdshipin.com/D4bdG?id=shzh
广宁综合,http://r.jdshipin.com/D4bdG?id=gnzh
工布江达县广播电视台,http://r.jdshipin.com/D4bdG?id=gbjd
化州综合,http://r.jdshipin.com/D4bdG?id=hzzh
鹤山综合,http://r.jdshipin.com/D4bdG?id=hszh
廉江综合,http://r.jdshipin.com/D4bdG?id=ljzh
英德新闻综合,http://r.jdshipin.com/D4bdG?id=ydxw
清新综合,http://r.jdshipin.com/D4bdG?id=qxzh
普宁综合,http://r.jdshipin.com/D4bdG?id=pnzh
紫金综合,http://r.jdshipin.com/D4bdG?id=zjzh
连州综合,http://r.jdshipin.com/D4bdG?id=lzzh
阳春综合,http://r.jdshipin.com/D4bdG?id=yczh
佛冈综合,http://r.jdshipin.com/D4bdG?id=fgzh
怀集综合,http://r.jdshipin.com/D4bdG?id=hjzh
惠阳电视台,http://r.jdshipin.com/D4bdG?id=hytv
信宜综合,http://r.jdshipin.com/D4bdG?id=xyzh
徐闻综合,http://r.jdshipin.com/D4bdG?id=xwzh
阳西综合,http://r.jdshipin.com/D4bdG?id=yxzh
台山台,http://r.jdshipin.com/D4bdG?id=tstv
遂溪台,http://r.jdshipin.com/D4bdG?id=sxtv
新会综合,http://r.jdshipin.com/D4bdG?id=xhzh
罗定综合,http://r.jdshipin.com/D4bdG?id=ldzh
和平综合,http://r.jdshipin.com/D4bdG?id=hpzh
东源台,http://r.jdshipin.com/D4bdG?id=dytv
吴川综合,http://r.jdshipin.com/D4bdG?id=wczh
乐昌电视台,http://r.jdshipin.com/D4bdG?id=lctv
潮安综合,http://r.jdshipin.com/D4bdG?id=cazh
恩平综合,http://r.jdshipin.com/D4bdG?id=epzh

央视,#genre#
CCTV1-综合,http://113.105.111.79:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://113.105.111.79:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://113.105.111.79:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://113.105.111.79:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://113.105.111.79:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://113.105.111.79:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://113.105.111.79:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://113.105.111.79:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://113.105.111.79:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://113.105.111.79:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://113.105.111.79:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://113.105.111.79:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://113.105.111.79:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://113.105.111.79:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://113.105.111.79:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0

CCTV-1 综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001331/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-2 财经,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001332/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-3 综艺,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228392/index.m3u8
CCTV-4 中文国际,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001333/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5 体育,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228502/index.m3u8
CCTV-5+ 体育赛事,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6 电影,http://[2409:8087:2001:20:2800:0:df6e:eb14]:80/ott.mobaibox.com/PLTV/4/224/3221228123/index.m3u8
CCTV-7 国防军事,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225671/index.m3u8
CCTV-8 电视剧,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/ott.mobaibox.com/PLTV/4/224/3221227473/index.m3u8
CCTV-9 纪录,http://[2409:8087:2001:20:2800:0:df6e:eb13]:80/ott.mobaibox.com/PLTV/4/224/3221227614/index.m3u8
CCTV-10 科教,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225677/index.m3u8
CCTV-11 戏曲,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225517/index.m3u8
CCTV-12 社会与法,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225669/index.m3u8
CCTV-13 新闻,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/ott.mobaibox.com/PLTV/4/224/3221227387/index.m3u8
CCTV-14 少儿,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225674/index.m3u8
CCTV-15 音乐,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225513/index.m3u8
CCTV-16 奥林匹克,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/ott.mobaibox.com/PLTV/4/224/3221228112/index.m3u8
CCTV-17 农业农村,http://[2409:8087:2001:20:2800:0:df6e:eb17]:80/ott.mobaibox.com/PLTV/4/224/3221227592/index.m3u8
CCTV-4K 超高清,http://[2409:8087:2001:20:2800:0:df6e:eb13]/ott.mobaibox.com/PLTV/3/224/3221228228/index.m3u8
CCTV-8K 超高清,http://[2409:8087:2001:20:2800:0:df6e:eb03]/ott.mobaibox.com/PLTV/4/224/3221228165/index.m3u8
CETV-1 综合教育,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001063/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-2 空中课堂,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001064/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-3 教育服务,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-4 职业教育,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001308/index.m3u8?virtualDomain=yinhe.live_hls.zte.com

卫视,#genre#
广东卫视,http://113.105.111.79:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://113.105.111.79:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
广东影视,http://113.105.111.79:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
广东少儿,http://113.105.111.79:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://113.105.111.79:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://113.105.111.79:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://113.105.111.79:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://113.105.111.79:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://113.105.111.79:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://113.105.111.79:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://113.105.111.79:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://113.105.111.79:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://113.105.111.79:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://113.105.111.79:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://113.105.111.79:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://113.105.111.79:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://113.105.111.79:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://113.105.111.79:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://113.105.111.79:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
